title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,url,categoryName,categories/5,categories/6,categories/7,categories/8,categories/9,imageUrl
Bubur Ayam Kang Nana - Wong Cirebon,4.7,667.0,"Jl. Mt. Haryono No.16-17, RT.004/RW.016",Kota Tangerang,Banten,ID,,+62 878-4270-7598,Restoran Bubur,,,,,https://www.google.com/maps/search/?api=1&query=Bubur%20Ayam%20Kang%20Nana%20-%20Wong%20Cirebon&query_place_id=ChIJ1xeENSr5aS4RYuZtNWr-NCw,Restoran Bubur,,,,,,
Funpark Rajeg waterpark,4.3,2111.0,Jl. Raya Sukatani No.3000,Kabupaten Tangerang,Banten,ID,https://instagram.com/funpark_rajeg_waterpark?igshid=YmMyMTA2M2Y=,+62 811-1693-912,Taman Rekreasi Air,Kompleks Kolam Renang,Klub Renang,Tujuan Wisata,,https://www.google.com/maps/search/?api=1&query=Funpark%20Rajeg%20waterpark&query_place_id=ChIJO2Sx2-v_QS4Rx1N4Lzzw00s,Taman Rekreasi Air,,,,,,
Pantai Mabak Cilegon,4.2,856.0,"3252+J53, Java Sea",Kota Cilegon,Banten,ID,,,Pantai Umum,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Mabak%20Cilegon&query_place_id=ChIJgfrl0euQQS4RULWnJ06DYMM,Pantai Umum,,,,,,
Museum Multatuli,4.6,1117.0,Jl. Alun-Alun Timur No.8,Kabupaten Lebak,Banten,ID,http://www.museummultatuli.id/,+62 822-4454-7542,Museum,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Multatuli&query_place_id=ChIJtwXk2tUWQi4RQmS0RYNWcJg,Museum,,,,,,
Ocean Park BSD City Serpong,4.5,20091.0,Jl. Pahlawan Seribu,Kota Tangerang Selatan,Banten,ID,http://oceanpark.co.id/,+62 21 5370009,Taman Rekreasi Air,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Ocean%20Park%20BSD%20City%20Serpong&query_place_id=ChIJ2zRlbyX7aS4RecrqcYWzE5c,Taman Rekreasi Air,,,,,,
Pantai Anyer,4.5,1474.0,,,,,,,Pantai,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Anyer&query_place_id=ChIJ8cC2zK6GQS4Rb7J3wCRbVR8,Pantai,,,,,,
PANTAI ANYER TITIK NOL,4.5,846.0,Jl. Raya Karang Bolong No.123,Kabupaten Serang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=PANTAI%20ANYER%20TITIK%20NOL&query_place_id=ChIJS_waTA6EQS4RF_u6PHCFHk0,Tujuan Wisata,,,,,,
Laksa Bihun Cie Ikim,4.7,606.0,"Gg. Setia III No.28, RT.004/RW.016",Kota Tangerang,Banten,ID,,+62 877-7484-2724,Restoran Mie,Kedai Sarapan,Pujasera,,,https://www.google.com/maps/search/?api=1&query=Laksa%20Bihun%20Cie%20Ikim&query_place_id=ChIJw1QPLir5aS4RznHw4sr6hlA,Restoran Mie,,,,,,
Taman Pintu Air,4.4,573.0,"Jl. Daan Mogot No.60, RT.001/RW.005",Kota Tangerang,Banten,ID,,,Taman,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Pintu%20Air&query_place_id=ChIJV_cMIcz4aS4RRSeiogbi47Y,Taman,,,,,,
Pantai Muara Kecil,4.4,522.0,XP92+JXW,Kabupaten Tangerang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Muara%20Kecil&query_place_id=ChIJV7xfScIEai4RHqDyahnpARU,Tujuan Wisata,,,,,,
Indonesia Convention Exhibition (ICE),4.7,51056.0,Jl. BSD Grand Boulevard No.1,Kabupaten Tangerang,Banten,ID,http://www.ice-indonesia.com/,+62 21 29714600,Gedung Pertemuan,Pusat Konferensi,,,,https://www.google.com/maps/search/?api=1&query=Indonesia%20Convention%20Exhibition%20(ICE)&query_place_id=ChIJBSMVX1P7aS4RePSYsNhuQDQ,Gedung Pertemuan,,,,,,
Pantai Sambolo Anyer,4.2,4790.0,,,,,,,Pantai,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Sambolo%20Anyer&query_place_id=ChIJE104HbSGQS4Ra2jlrm_VROQ,Pantai,,,,,,
Pantai Florida 2 Anyer,4.2,3989.0,,,,,,,Pantai,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Florida%202%20Anyer&query_place_id=ChIJBbk_qtCAQS4ReB0Q5jCfbKM,Pantai,,,,,,
Pantai Gopek Karangantu,4.4,4090.0,Jl. Pelelangan Ikan,Kota Serang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Gopek%20Karangantu&query_place_id=ChIJtYhrotHyQS4ROzlHxwbfygA,Tujuan Wisata,,,,,,
Bakso Bandi,4.5,1573.0,"Jl. Sukabakti V No.28, RT.002/RW.014",Kota Tangerang,Banten,ID,,+62 21 5513655,Restoran Bakso,,,,,https://www.google.com/maps/search/?api=1&query=Bakso%20Bandi&query_place_id=ChIJswQS9tb4aS4RCDpNTTjVuyw,Restoran Bakso,,,,,,
Taman Mangrove Ketapang,4.4,1265.0,Unnamed Road,Kabupaten Tangerang,Banten,ID,,,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Mangrove%20Ketapang&query_place_id=ChIJjY7alqr9QS4RyVjZ5A2Aj-I,Taman,,,,,,
Tebing Koja,4.1,2707.0,"Jl.Raya Cisoka,Cisalak,Kp.Koja Rt.19/03",Kabupaten Tangerang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Tebing%20Koja&query_place_id=ChIJS79kC34PQi4RuXkSTkYFHWE,Tujuan Wisata,,,,,,
Saiji Waterboom,4.1,2086.0,Jl. Serpong Garden,Kabupaten Tangerang,Banten,ID,https://wa.me/6285282063128,+62 852-8206-3128,Taman Hiburan,Kolam Renang,Tujuan Wisata,Taman Rekreasi Air,,https://www.google.com/maps/search/?api=1&query=Saiji%20Waterboom&query_place_id=ChIJWa12U4XkaS4RHLAMUj068sw,Taman Hiburan,,,,,,
Wisata Air Tirta Persada DM,4.4,2978.0,,Kabupaten Pandeglang,Banten,ID,,+62 813-3232-9654,Tujuan Wisata,Kolam Renang Umum,,,,https://www.google.com/maps/search/?api=1&query=Wisata%20Air%20Tirta%20Persada%20DM&query_place_id=ChIJETg-4SklQi4RYnrhBZt21dk,Tujuan Wisata,,,,,,
Dapoer Iboe Resto,4.1,829.0,Jalan Kyai Haji Muhammad Jl. Moh. Idrus No.2,Kabupaten Pandeglang,Banten,ID,,+62 253 204321,Restoran Sunda,Restoran,,,,https://www.google.com/maps/search/?api=1&query=Dapoer%20Iboe%20Resto&query_place_id=ChIJhwlVQCYjQi4RaWaxgChbqaI,Restoran Sunda,,,,,,
Pantai Sambolo 1 Anyer Serang Banten,4.3,2421.0,Jl. Raya Anyer-Sirih,Kabupaten Serang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Sambolo%201%20Anyer%20Serang%20Banten&query_place_id=ChIJCX1zdM2HQS4R0ej1ZkNYSRg,Tujuan Wisata,,,,,,
Aryana Aquaplay Kolam Renang Waterpark,4.2,652.0,Jl. Diklat Pemda,Kabupaten Tangerang,Banten,ID,https://rumahtangerang.com/aryana-aquaplay/,,Kolam Renang Umum,Kolam Renang,,,,https://www.google.com/maps/search/?api=1&query=Aryana%20Aquaplay%20Kolam%20Renang%20Waterpark&query_place_id=ChIJNzrRAbL9aS4Rji-wvqFQIcs,Kolam Renang Umum,,,,,,
Bukit Teletubbies,4.4,532.0,"32WH+2R7, Link. Pringori",Kota Cilegon,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Bukit%20Teletubbies&query_place_id=ChIJn0_T98-WQS4RbGlXVdu-F7Y,Tujuan Wisata,,,,,,
Kolam Renang Tembong,3.9,782.0,R5P5+25P,Kota Serang,Banten,ID,,,Kolam Renang,,,,,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20Tembong&query_place_id=ChIJwbw7mwIgQi4R66eK2IsOYXs,Kolam Renang,,,,,,
Wisata Kampung Marengo Baduy Luar,4.7,986.0,,Kabupaten Lebak,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Wisata%20Kampung%20Marengo%20Baduy%20Luar&query_place_id=ChIJccSoDB9pQi4R0fyfyhfn3Mc,Tujuan Wisata,,,,,,
Pantai Tanjung Kait,4.0,2519.0,Jl. Raya Tanjung Kait,Kabupaten Tangerang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Tanjung%20Kait&query_place_id=ChIJDcgQ_sH9QS4R4GWIizv9WXg,Tujuan Wisata,,,,,,
Pantai Batu Saung,4.4,3660.0,"Kawasan Wisata, Jl. Raya Karang Bolong, Km. 138, Kp. Teneng Desa Cinangka, Kecamatan Cinangka",Kabupaten Serang,Banten,ID,https://pasirmutiara.com/,+62 878-7103-0566,Klub pantai,Katering,Tempat acara,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Batu%20Saung&query_place_id=ChIJ1amPxsWAQS4R7NHidzZWlaM,Klub pantai,,,,,,
Saung Dolet,4.2,1823.0,Jl. Raya Palka No.KM 06,Kabupaten Serang,Banten,ID,,+62 878-7875-3084,Restoran Sunda,Rumah Makan,,,,https://www.google.com/maps/search/?api=1&query=Saung%20Dolet&query_place_id=ChIJXVNTLwYnQi4RmbVy2mPTufk,Restoran Sunda,,,,,,
Pecak Bandeng Tanpa Duri Luy Resto - Cabang Sawahluhur,4.2,1289.0,"V4QR+X29, Jalan Raya Cilegon Km. 3, Legok, Drangong, Taktakan",Kota Serang,Banten,ID,,+62 818-862-781,Restoran Seafood,,,,,https://www.google.com/maps/search/?api=1&query=Pecak%20Bandeng%20Tanpa%20Duri%20Luy%20Resto%20-%20Cabang%20Sawahluhur&query_place_id=ChIJR3VliCOLQS4RWMS9EYTXAF8,Restoran Seafood,,,,,,
Danau Tasikardi,4.0,1041.0,"W4WR+WVP, Jl. Banten Lama",Kabupaten Serang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Danau%20Tasikardi&query_place_id=ChIJY02tIo2MQS4RErRST0F-l-U,Tujuan Wisata,,,,,,
Saung Ende,4.2,1234.0,"V3JP+C4V, Unnamed Road",Kabupaten Serang,Banten,ID,,+62 877-7255-5055,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Saung%20Ende&query_place_id=ChIJwauQmZyLQS4R17jUDVydg-Y,Restoran,,,,,,
Hesa Fishing (Pemancingan Hesa),4.2,1062.0,,Kabupaten Tangerang,Banten,ID,http://www.hesafishing.com/,+62 858-0070-0707,Kolam Memancing,Restoran,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Hesa%20Fishing%20(Pemancingan%20Hesa)&query_place_id=ChIJZbactDP-QS4RL96lEEpLbQk,Kolam Memancing,,,,,,
Sports Club Talaga Bestari,4.3,793.0,Jl. Jungle Boulevard No.1,Kabupaten Tangerang,Banten,ID,,+62 812-1212-7075,Klub Olahraga,Tempat Fitness,Kolam Renang Umum,,,https://www.google.com/maps/search/?api=1&query=Sports%20Club%20Talaga%20Bestari&query_place_id=ChIJCYhEgRwBQi4RHT5jrV4LP6E,Klub Olahraga,,,,,,
Pantai Sambolo 2,4.2,5078.0,,,,,https://pantaisamboloanyer.com/,,Pantai,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Sambolo%202&query_place_id=ChIJY9zqMKmGQS4RvHTEWjtL-vQ,Pantai,,,,,,
Air Alam Cipanas Tirta Lebak Buana,4.3,5784.0,"Jl. Raya Rangkasbitung-Bogor Km. 37, Jalan Nasional 1",Kabupaten Lebak,Banten,ID,,+62 878-7113-0557,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Air%20Alam%20Cipanas%20Tirta%20Lebak%20Buana&query_place_id=ChIJTf54Ac5zQi4RQ0lGyOsSBF8,Tujuan Wisata,,,,,,
Kolam Renang Tirta Wiguna,4.4,590.0,,Kota Serang,Banten,ID,,,Kolam Renang,,,,,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20Tirta%20Wiguna&query_place_id=ChIJr-xCWmmLQS4RqohkqAvHgAQ,Kolam Renang,,,,,,
Aqualand Serang,4.2,2627.0,"V4VR+WV3, Jl. Komp. Tegal Padang Jalan Palem",Kota Serang,Banten,ID,http://www.aqualandserang.com/,+62 812-1901-2400,Kolam Renang Umum,Taman Rekreasi Air,,,,https://www.google.com/maps/search/?api=1&query=Aqualand%20Serang&query_place_id=ChIJh0J8SzuLQS4RPsqs2pnl70I,Kolam Renang Umum,,,,,,
DX WATER PARK,4.1,1197.0,"Kompleks Ruko Dasana Centre, Jl. Dasana Indah",Kabupaten Tangerang,Banten,ID,,+62 21 54211981,Kolam Renang Umum,Taman Hiburan,,,,https://www.google.com/maps/search/?api=1&query=DX%20WATER%20PARK&query_place_id=ChIJVTBnI0X8aS4Ragfs94HXsPA,Kolam Renang Umum,,,,,,
Pantai pasir putih Florida Indah Anyer,4.3,5147.0,"Jalan Raya Karang Bolong, Sindanglaya, Cinangka",Kabupaten Serang,Banten,ID,,+62 858-1910-6001,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20pasir%20putih%20Florida%20Indah%20Anyer&query_place_id=ChIJuXZE-9mAQS4R5U6uGdAswaM,Tujuan Wisata,,,,,,
Pemandian Air Panas Gunung Torong,4.3,4054.0,Jl. Wisata Cipanas,Kabupaten Pandeglang,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pemandian%20Air%20Panas%20Gunung%20Torong&query_place_id=ChIJGf_Oe3MwQi4Remp_gh6LLqY,Tujuan Wisata,,,,,,
Lereng Cibolang Lebak Banten,4.4,1345.0,"CC36+GHV, Cinyiru",Kabupaten Lebak,Banten,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Lereng%20Cibolang%20Lebak%20Banten&query_place_id=ChIJt7kVMdNxQi4RiHzBnpzCjHs,Tujuan Wisata,,,,,,
Pulau Cangkir,4.2,1223.0,"XCCR+9H5, Jl. Kronjo Tangerang",Kabupaten Tangerang,Banten,ID,,+62 858-1114-6555,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pulau%20Cangkir&query_place_id=ChIJDRxuTn_8QS4RpWK90TTDZXU,Tujuan Wisata,,,,,,
Mall Of Serang,4.3,16197.0,Jl. Akses Tol Serang Tim.,Kota Serang,Banten,ID,https://www.lippomalls.com/mall/mall-of-serang,+62 821-1368-8568,Pusat Perbelanjaan,,,,,https://www.google.com/maps/search/?api=1&query=Mall%20Of%20Serang&query_place_id=ChIJs0Nj7dWKQS4RSJ4kJXtUytw,Pusat Perbelanjaan,,,,,,
Kolam Renang CitraRaya,4.2,1233.0,Jl. Citra Raya Boulevard,Kabupaten Tangerang,Banten,ID,https://citraraya.com/destinasi-wisata-keluarga-di-tangerang/,+62 21 5961820,Kolam Renang Umum,Taman Hiburan,,,,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20CitraRaya&query_place_id=ChIJVVVVVVYHQi4RGJSK9hpPYOA,Kolam Renang Umum,,,,,,
Curug Cipanas,4.1,6618.0,Jl. Nagrak Tengah,Kabupaten Bandung Barat,Jawa Barat,ID,https://www.youtube.com/channel/UCMiyQ2_aFMr6HPMyqOz2m4Q?view_as=subscriber,+62 821-2614-0278,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Cipanas&query_place_id=ChIJUZR7YpnhaC4RQs6M-vOT2rA,Tujuan Wisata,,,,,,
Gedung Sate,4.7,8532.0,Jl. Diponegoro No.22,Kota Bandung,Jawa Barat,ID,https://jabarprov.go.id/,+62 22 4224852,Bangunan Bersejarah,Kantor Pemerintah,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Gedung%20Sate&query_place_id=ChIJ5WaIXkzmaC4R7fd11cl6vjc,Bangunan Bersejarah,,,,,,
Braga CityWalk,4.5,25349.0,Jl. Braga No.99-101,Kota Bandung,Jawa Barat,ID,http://www.bragacitywalk.co.id/,+62 22 4260533,Pusat Perbelanjaan,,,,,https://www.google.com/maps/search/?api=1&query=Braga%20CityWalk&query_place_id=ChIJKx94lRjmaC4R-sOzyqFC7P0,Pusat Perbelanjaan,,,,,,
Saung Angklung Udjo,4.7,17163.0,Jl. Padasuka No.118,Kota Bandung,Jawa Barat,ID,https://angklung-udjo.co.id/,+62 821-8282-1200,Pusat Kesenian,,,,,https://www.google.com/maps/search/?api=1&query=Saung%20Angklung%20Udjo&query_place_id=ChIJBYSGT5DnaC4RnEy6JfAzvO8,Pusat Kesenian,,,,,,
Orchid Forest Cikole,4.6,34008.0,Genteng,Kabupaten Bandung Barat,Jawa Barat,ID,https://www.instagram.com/orchidforestcikole,+62 811-2221-284,Tujuan Wisata,Taman,,,,https://www.google.com/maps/search/?api=1&query=Orchid%20Forest%20Cikole&query_place_id=ChIJBxan4TjgaC4RYi4ejXdY-Hk,Tujuan Wisata,,,,,,
Farm House Susu Lembang,4.4,67612.0,Jl. Raya Lembang No.108,Kabupaten Bandung Barat,Jawa Barat,ID,"https://wa.me/6281312234583?text=Hallo,%20dengan%20Farmhouse%20susu%20lembang?",+62 822-4020-7230,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Farm%20House%20Susu%20Lembang&query_place_id=ChIJia31vjvhaC4RcSMrAu3razU,Tujuan Wisata,,,,,,
Kawah Putih,4.5,8016.0,,,,,,,Danau,,,,,https://www.google.com/maps/search/?api=1&query=Kawah%20Putih&query_place_id=ChIJD1HcgxOMaC4RPqij5LgbtPo,Danau,,,,,,
Sunrise Point Cukul,4.7,5066.0,"QG8Q+J2R, Jl. Cukul",Kabupaten Bandung,Jawa Barat,ID,http://www.instagram.com/sunrisepointcukul,+62 822-4000-9003,Titik Pemandangan,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Sunrise%20Point%20Cukul&query_place_id=ChIJNVohHfGQaC4Rn9CGfUiBBoI,Titik Pemandangan,,,,,,
Trans Studio Bandung,4.6,82891.0,"Trans Studio Mall, Kecamatan Batununggal, Jl. Gatot Subroto No.289A",Kota Bandung,Jawa Barat,ID,https://www.transentertainment.com/transstudio/bandung,+62 811-8118-244,Taman Hiburan,Wahana Taman Hiburan,,,,https://www.google.com/maps/search/?api=1&query=Trans%20Studio%20Bandung&query_place_id=ChIJm1ErfNjnaC4R7c1ap-_FYE0,Taman Hiburan,,,,,,
Gn. Papandayan,4.7,2696.0,,,,,,,Gunung berapi,,,,,https://www.google.com/maps/search/?api=1&query=Gn.%20Papandayan&query_place_id=ChIJEw3vL9mjaC4RdnfjmT3x_jI,Gunung berapi,,,,,,
Museum Pendidikan Nasional Universitas Pendidikan Indonesia,4.7,1208.0,Jl. Dr. Setiabudi No.229,Kota Bandung,Jawa Barat,ID,,+62 813-2151-2052,Museum Sejarah,Museum,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Museum%20Pendidikan%20Nasional%20Universitas%20Pendidikan%20Indonesia&query_place_id=ChIJq9MNBbnmaC4R2_v1rPo1CbY,Museum Sejarah,,,,,,
Situ Patengan,4.4,2700.0,,,,,,,Danau,,,,,https://www.google.com/maps/search/?api=1&query=Situ%20Patengan&query_place_id=ChIJN9Za-8CLaC4RZqOwQCmBhSU,Danau,,,,,,
Museum Sri Baduga,4.5,4684.0,Jl. BKR No.185,Kota Bandung,Jawa Barat,ID,http://sribaduga.jabarprov.go.id/,+62 813-2187-1980,Museum,,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Sri%20Baduga&query_place_id=ChIJfQ4b9JnoaC4RrCP9RrE4r8Y,Museum,,,,,,
Floating Market Lembang,4.5,55872.0,Jl. Grand Hotel No.33E,Kabupaten Bandung Barat,Jawa Barat,ID,,+62 878-2388-4888,Pasar Apung,Pusat Rekreasi,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Floating%20Market%20Lembang&query_place_id=ChIJ5SedShzhaC4RVU8QCM4azXs,Pasar Apung,,,,,,
Mountain View Golf Club,4.5,1695.0,Jl. Sentra Dago Pakar Raya,Kabupaten Bandung,Jawa Barat,ID,https://mountainviewgolfbandung.com/,+62 22 2536089,Lapangan Golf,Tempat acara,Klub Golf,Toko Peralatan Golf,Restoran,https://www.google.com/maps/search/?api=1&query=Mountain%20View%20Golf%20Club&query_place_id=ChIJzVavwz_naC4RgIoBS7Us434,Lapangan Golf,,,,,,
Masjid PUSDAI Jawa Barat,4.7,14592.0,Jl. Diponegoro No.63,Kota Bandung,Jawa Barat,ID,http://www.pusdai.or.id/,+62 22 7217531,Masjid,Taman Kanak-kanak,Perpustakaan Umum,Tujuan Wisata,Gedung Pernikahan,https://www.google.com/maps/search/?api=1&query=Masjid%20PUSDAI%20Jawa%20Barat&query_place_id=ChIJkTrZlLPnaC4R9wKbJGrNBgA,Masjid,,,,,,
Nu Art Studio,4.9,1544.0,Setra Duta Raya No.L6,Bandung,Jawa Barat,ID,http://www.nuarta.com/,+62 22 2017812,Museum,Galeri Seni,Restoran Bali,Tujuan Wisata,,https://www.google.com/maps/search/?api=1&query=Nu%20Art%20Studio&query_place_id=ChIJ9QHX-SfkaC4RCC0ZG0KM0Pg,Museum,,,,,,
Masjid Raya Al-Jabbar,4.7,17192.0,Jl. Cimincrang No.14,Kota Bandung,Jawa Barat,ID,https://aljabbar.jabarprov.go.id/,,Masjid,,,,,https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Al-Jabbar&query_place_id=ChIJrzqDO4vDaC4RF1JS9zpMGfo,Masjid,,,,,,
Kiara Artha Park,4.6,16225.0,Jl. Banten,Kota Bandung,Jawa Barat,ID,,,Taman Kota,Taman,,,,https://www.google.com/maps/search/?api=1&query=Kiara%20Artha%20Park&query_place_id=ChIJde52IsPnaC4RmwBzvxIu9Mg,Taman Kota,,,,,,
Museum Pos Indonesia,4.6,1358.0,Jl. Cilaki No.73,Kota Bandung,Jawa Barat,ID,http://asosiasimuseumindonesia.org/,+62 22 4206195,Museum,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Pos%20Indonesia&query_place_id=ChIJ68r-WkvmaC4RQbTWCZM8uRI,Museum,,,,,,
Lembang Park & Zoo,4.7,26107.0,Jl. Kolonel Masturi No.171,Kabupaten Bandung Barat,Jawa Barat,ID,https://www.lembangparkzoo.co.id/,+62 22 27614091,Kebun Binatang,,,,,https://www.google.com/maps/search/?api=1&query=Lembang%20Park%20%26%20Zoo&query_place_id=ChIJc0Pt2KrhaC4R5v7HbJL8cxs,Kebun Binatang,,,,,,
Panama Park 825,4.6,3321.0,Jl. Sudirman No.825,Kota Bandung,Jawa Barat,ID,http://www.panamapark825.com/,+62 822-1333-3825,Taman Bermain Dalam Ruangan,Taman Hiburan,Pusat Hiburan Anak-Anak,Pusat Hiburan Video Game Arkade,,https://www.google.com/maps/search/?api=1&query=Panama%20Park%20825&query_place_id=ChIJoUTGLGjlaC4RbA-dVkxv-Gc,Taman Bermain Dalam Ruangan,,,,,,
Taman Hutan Raya Ir. H. Djuanda,4.6,21900.0,Jl. Pakar Bar. Jl. Ir. H. Juanda No.99,Kabupaten Bandung,Jawa Barat,ID,,+62 813-2427-9019,Tujuan Wisata,Dinas Kehutanan,Pusat Rekreasi,,,https://www.google.com/maps/search/?api=1&query=Taman%20Hutan%20Raya%20Ir.%20H.%20Djuanda&query_place_id=ChIJhz3JLbjgaC4RsVhSF1nAZPY,Tujuan Wisata,,,,,,
Water Park Bandung Indah,4.0,2045.0,"Padang Golf Sulaiman, Jl. Terusan Kopo, RW.4",Kabupaten Bandung,Jawa Barat,ID,,+62 22 5413585,Taman Rekreasi Air,Taman bermain,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Water%20Park%20Bandung%20Indah&query_place_id=ChIJOQAcBTDpaC4RxsHTippjvCo,Taman Rekreasi Air,,,,,,
Dago Dreampark,4.2,19831.0,"Mekarwangi, Jl. Dago Giri No.Km. 2.2",Kabupaten Bandung Barat,Jawa Barat,ID,https://www.dagodreampark.com/,+62 812-2230-068,Tujuan Wisata,Pusat Rekreasi,Taman Hiburan,,,https://www.google.com/maps/search/?api=1&query=Dago%20Dreampark&query_place_id=ChIJeUGDdCvnaC4RX24Dt0esfD4,Tujuan Wisata,,,,,,
Glamping Lakeside Rancabali,4.5,18624.0,"Jalan Raya Ciwidey No.Km, RW.39",Kabupaten Bandung,Jawa Barat,ID,https://bit.ly/3SnCRZe,+62 821-1600-3334,Hotel Resor,Penyelenggara aktivitas luar ruangan,Taman,Restoran,,https://www.google.com/maps/search/?api=1&query=Glamping%20Lakeside%20Rancabali&query_place_id=ChIJaXgMw5aLaC4Rp5o2DTJlPcw,Hotel Resor,,,,,,
Teras Cikapundung BBWS,4.3,8854.0,"4J84+6QR, Jl. Siliwangi",Kota Bandung,Jawa Barat,ID,http://bandung.go.id/,,Taman Kota,Taman,,,,https://www.google.com/maps/search/?api=1&query=Teras%20Cikapundung%20BBWS&query_place_id=ChIJUarm0BfmaC4R4__2xnl8Nq8,Taman Kota,,,,,,
Taman Lalu Lintas Ade Irma Suryani Nasution,4.4,13254.0,Jl. Belitung No.1,Kota Bandung,Jawa Barat,ID,https://linktr.ee/tamanlalulintasbdg,+62 22 4201667,Taman Hiburan,Taman Kanak-kanak,Taman,Kolam Renang,Tujuan Wisata,https://www.google.com/maps/search/?api=1&query=Taman%20Lalu%20Lintas%20Ade%20Irma%20Suryani%20Nasution&query_place_id=ChIJm4jH6DbmaC4Rn67rnw95h9o,Taman Hiburan,,,,,,
Gn. Tangkuban Parahu,4.5,7711.0,,,,,,,Gunung berapi,,,,,https://www.google.com/maps/search/?api=1&query=Gn.%20Tangkuban%20Parahu&query_place_id=ChIJ2xOXxd3haC4R3P4oNLeWHKA,Gunung berapi,,,,,,
Kota Mini Lembang,4.4,3751.0,Jl. Grand Hotel No.33E,Kabupaten Bandung Barat,Jawa Barat,ID,,+62 812-2000-8168,Pusat Rekreasi,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Kota%20Mini%20Lembang&query_place_id=ChIJF60jFRzhaC4RmaSdTKLNHHE,Pusat Rekreasi,,,,,,
Panghegar Waterboom Bandung,4.4,5756.0,Jl. Mengger Tengah No.37,Kota Bandung,Jawa Barat,ID,http://www.panghegarwaterboom.com/,+62 22 5227001,Taman Rekreasi Air,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Panghegar%20Waterboom%20Bandung&query_place_id=ChIJkwl70Z3oaC4ROmVnP8rCudw,Taman Rekreasi Air,,,,,,
Taman Film,4.4,4500.0,Jl. Layang Pasupati,Kota Bandung,Jawa Barat,ID,http://twitter.com/Taman_filmbdg,,Taman Kota,Taman,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Taman%20Film&query_place_id=ChIJqycGPUXmaC4RMexo0NkWNEA,Taman Kota,,,,,,
Masjid Raya Bandung,4.6,9258.0,Jl. Dalem Kaum No.14,Kota Bandung,Jawa Barat,ID,,+62 22 4240275,Masjid,,,,,https://www.google.com/maps/search/?api=1&query=Masjid%20Raya%20Bandung&query_place_id=ChIJ1RIjvSXmaC4Rn7u8rwSSLPw,Masjid,,,,,,
